,date,project,relative_interest
5329,2009-07-01,roda,81.0
5330,2009-07-01,tensorflow ruby,0.0
5331,2009-07-01,web2py,52.0
5332,2009-07-01,eve,62.0
5333,2009-07-01,bouncy castle,59.0
5334,2009-07-01,cpprestsdk,91.0
5335,2009-07-01,helmet,69.0
5336,2009-07-01,koa,31.0
5337,2009-07-01,react,1.0
5338,2009-07-01,restbed,45.0
5339,2009-07-01,Chart.js,0.0
5340,2009-07-01,cypress,28.0
5341,2009-07-01,dask,0.0
5342,2009-07-01,h2o-3,73.0
5343,2009-07-01,hanami,0.0
5344,2009-07-01,jest,49.0
5345,2009-07-01,synaptic,50.0
5346,2009-07-01,jsrsasign,0.0
5347,2009-07-01,junit5,12.0
5348,2009-07-01,nsp,17.0
5349,2009-07-01,pistache,30.0
5350,2009-07-01,tensorflow,0.0
5351,2009-07-01,vue,37.0
5352,2009-07-01,weka 3.8,0.0
5353,2009-07-01,cppunit,26.0
5354,2009-07-01,tfjs,8.0
5355,2009-07-01,fastapi,1.0
5356,2009-07-01,deeplearning4j,2.0
5357,2009-07-01,faces,120.0
5358,2009-07-01,owasp java,0.0
5359,2009-07-01,armadillo code,33.0
5360,2009-08-01,mlpack,7.0
5361,2009-08-01,robotframework,35.0
5362,2009-08-01,openssl,44.0
5363,2009-08-01,ITK,58.0
5364,2009-08-01,junit4,126.0
5365,2009-08-01,struts1,150.0
5366,2009-08-01,PyTables,15.0
5367,2009-08-01,pycrypto,21.0
5368,2009-08-01,paramiko,34.0
5369,2009-08-01,rails,129.0
5370,2009-08-01,camping,61.0
5371,2009-08-01,django,49.0
5372,2009-08-01,botan,6.0
5373,2009-08-01,pytest,0.0
5374,2009-08-01,struts,42.0
5375,2009-08-01,testng,62.0
5376,2009-08-01,Resteasy,48.0
5377,2009-08-01,cppcms,57.0
5378,2009-08-01,mahout,16.0
5379,2009-08-01,cxf,85.0
5380,2009-08-01,googletest,97.0
5381,2009-08-01,minitest,102.0
5382,2009-08-01,qunit,13.0
5383,2009-08-01,spring-framework,110.0
5384,2009-08-01,test-unit,46.0
5385,2009-08-01,express,65.0
5386,2009-08-01,pandas,0.0
5387,2009-08-01,rspec,38.0
5388,2009-08-01,statsample,0.0
5389,2009-08-01,wt,104.0
5390,2009-08-01,Catch2,0.0
5391,2009-08-01,backbone,14.0
5392,2009-08-01,brakeman,0.0
5393,2009-08-01,d3,33.0
5394,2009-08-01,flask,6.0
5395,2009-08-01,grape,46.0
5396,2009-08-01,libtomcrypt,0.0
5397,2009-08-01,moa,21.0
5398,2009-08-01,sciruby,0.0
5399,2009-08-01,sorcery,9.0
5400,2009-08-01,spark,21.0
5401,2009-08-01,zaproxy,0.0
5402,2009-08-01,brain.js,3.0
5403,2009-08-01,jstat,26.0
5404,2009-08-01,nmatrix,0.0
5405,2009-08-01,node js,14.0
5406,2009-08-01,orange3,7.0
5407,2009-08-01,playframework,11.0
5408,2009-08-01,pytorch,0.0
5409,2009-08-01,roda,85.0
5410,2009-08-01,tensorflow ruby,0.0
5411,2009-08-01,web2py,61.0
5412,2009-08-01,eve,63.0
5413,2009-08-01,bouncy castle,68.0
5414,2009-08-01,cpprestsdk,91.0
5415,2009-08-01,helmet,67.0
5416,2009-08-01,koa,29.0
5417,2009-08-01,react,1.0
5418,2009-08-01,restbed,51.0
5419,2009-08-01,Chart.js,0.0
5420,2009-08-01,cypress,31.0
5421,2009-08-01,dask,0.0
5422,2009-08-01,h2o-3,75.0
5423,2009-08-01,hanami,6.0
5424,2009-08-01,jest,49.0
5425,2009-08-01,synaptic,50.0
5426,2009-08-01,jsrsasign,0.0
5427,2009-08-01,junit5,0.0
5428,2009-08-01,nsp,12.0
5429,2009-08-01,pistache,59.0
5430,2009-08-01,tensorflow,0.0
5431,2009-08-01,vue,36.0
5432,2009-08-01,weka 3.8,0.0
5433,2009-08-01,cppunit,22.0
5434,2009-08-01,tfjs,0.0
5435,2009-08-01,fastapi,0.0
5436,2009-08-01,deeplearning4j,0.0
5437,2009-08-01,faces,108.0
5438,2009-08-01,owasp java,8.0
5439,2009-08-01,armadillo code,40.0
5440,2009-09-01,mlpack,18.0
5441,2009-09-01,robotframework,9.0
5442,2009-09-01,openssl,46.0
5443,2009-09-01,ITK,60.0
5444,2009-09-01,junit4,114.0
5445,2009-09-01,struts1,143.0
5446,2009-09-01,PyTables,11.0
5447,2009-09-01,pycrypto,23.0
5448,2009-09-01,paramiko,21.0
5449,2009-09-01,rails,126.0
5450,2009-09-01,camping,37.0
5451,2009-09-01,django,45.0
5452,2009-09-01,botan,2.0
5453,2009-09-01,pytest,0.0
5454,2009-09-01,struts,42.0
5455,2009-09-01,testng,48.0
5456,2009-09-01,Resteasy,56.0
5457,2009-09-01,cppcms,48.0
5458,2009-09-01,mahout,16.0
5459,2009-09-01,cxf,88.0
5460,2009-09-01,googletest,105.0
5461,2009-09-01,minitest,68.0
5462,2009-09-01,qunit,24.0
5463,2009-09-01,spring-framework,85.0
5464,2009-09-01,test-unit,58.0
5465,2009-09-01,express,63.0
5466,2009-09-01,pandas,1.0
5467,2009-09-01,rspec,35.0
5468,2009-09-01,statsample,7.0
5469,2009-09-01,wt,105.0
5470,2009-09-01,Catch2,0.0
5471,2009-09-01,backbone,16.0
5472,2009-09-01,brakeman,0.0
5473,2009-09-01,d3,33.0
5474,2009-09-01,flask,7.0
5475,2009-09-01,grape,42.0
5476,2009-09-01,libtomcrypt,0.0
5477,2009-09-01,moa,23.0
5478,2009-09-01,sciruby,0.0
5479,2009-09-01,sorcery,19.0
5480,2009-09-01,spark,21.0
5481,2009-09-01,zaproxy,6.0
5482,2009-09-01,brain.js,0.0
5483,2009-09-01,jstat,21.0
5484,2009-09-01,nmatrix,0.0
5485,2009-09-01,node js,0.0
5486,2009-09-01,orange3,0.0
5487,2009-09-01,playframework,7.0
5488,2009-09-01,pytorch,0.0
5489,2009-09-01,roda,79.0
5490,2009-09-01,tensorflow ruby,10.0
5491,2009-09-01,web2py,55.0
5492,2009-09-01,eve,58.0
5493,2009-09-01,bouncy castle,46.0
5494,2009-09-01,cpprestsdk,98.0
5495,2009-09-01,helmet,63.0
5496,2009-09-01,koa,27.0
5497,2009-09-01,react,1.0
5498,2009-09-01,restbed,57.0
5499,2009-09-01,Chart.js,0.0
5500,2009-09-01,cypress,31.0
5501,2009-09-01,dask,7.0
5502,2009-09-01,h2o-3,91.0
5503,2009-09-01,hanami,0.0
5504,2009-09-01,jest,66.0
5505,2009-09-01,synaptic,54.0
5506,2009-09-01,jsrsasign,0.0
5507,2009-09-01,junit5,2.0
5508,2009-09-01,nsp,18.0
5509,2009-09-01,pistache,24.0
5510,2009-09-01,tensorflow,0.0
5511,2009-09-01,vue,35.0
5512,2009-09-01,weka 3.8,0.0
5513,2009-09-01,cppunit,21.0
5514,2009-09-01,tfjs,5.0
5515,2009-09-01,fastapi,2.0
5516,2009-09-01,deeplearning4j,0.0
5517,2009-09-01,faces,127.0
5518,2009-09-01,owasp java,5.0
5519,2009-09-01,armadillo code,31.0
5520,2009-10-01,mlpack,18.0
5521,2009-10-01,robotframework,14.0
5522,2009-10-01,openssl,50.0
5523,2009-10-01,ITK,59.0
5524,2009-10-01,junit4,122.0
5525,2009-10-01,struts1,138.0
5526,2009-10-01,PyTables,0.0
5527,2009-10-01,pycrypto,24.0
5528,2009-10-01,paramiko,37.0
5529,2009-10-01,rails,113.0
5530,2009-10-01,camping,27.0
5531,2009-10-01,django,42.0
5532,2009-10-01,botan,6.0
5533,2009-10-01,pytest,1.0
5534,2009-10-01,struts,38.0
5535,2009-10-01,testng,52.0
5536,2009-10-01,Resteasy,56.0
5537,2009-10-01,cppcms,48.0
5538,2009-10-01,mahout,13.0
5539,2009-10-01,cxf,80.0
5540,2009-10-01,googletest,106.0
5541,2009-10-01,minitest,72.0
5542,2009-10-01,qunit,20.0
5543,2009-10-01,spring-framework,92.0
5544,2009-10-01,test-unit,53.0
5545,2009-10-01,express,63.0
5546,2009-10-01,pandas,0.0
5547,2009-10-01,rspec,37.0
5548,2009-10-01,statsample,0.0
5549,2009-10-01,wt,105.0
5550,2009-10-01,Catch2,0.0
5551,2009-10-01,backbone,14.0
5552,2009-10-01,brakeman,9.0
5553,2009-10-01,d3,36.0
5554,2009-10-01,flask,6.0
5555,2009-10-01,grape,34.0
5556,2009-10-01,libtomcrypt,8.0
5557,2009-10-01,moa,17.0
5558,2009-10-01,sciruby,0.0
5559,2009-10-01,sorcery,11.0
5560,2009-10-01,spark,21.0
5561,2009-10-01,zaproxy,0.0
5562,2009-10-01,brain.js,9.0
5563,2009-10-01,jstat,16.0
5564,2009-10-01,nmatrix,0.0
5565,2009-10-01,node js,0.0
5566,2009-10-01,orange3,7.0
5567,2009-10-01,playframework,6.0
5568,2009-10-01,pytorch,0.0
5569,2009-10-01,roda,77.0
5570,2009-10-01,tensorflow ruby,6.0
5571,2009-10-01,web2py,65.0
5572,2009-10-01,eve,60.0
5573,2009-10-01,bouncy castle,59.0
5574,2009-10-01,cpprestsdk,96.0
5575,2009-10-01,helmet,62.0
5576,2009-10-01,koa,29.0
5577,2009-10-01,react,1.0
5578,2009-10-01,restbed,52.0
5579,2009-10-01,Chart.js,7.0
5580,2009-10-01,cypress,29.0
5581,2009-10-01,dask,24.0
5582,2009-10-01,h2o-3,85.0
5583,2009-10-01,hanami,0.0
5584,2009-10-01,jest,70.0
5585,2009-10-01,synaptic,53.0
5586,2009-10-01,jsrsasign,0.0
5587,2009-10-01,junit5,6.0
5588,2009-10-01,nsp,17.0
5589,2009-10-01,pistache,23.0
5590,2009-10-01,tensorflow,0.0
5591,2009-10-01,vue,35.0
5592,2009-10-01,weka 3.8,0.0
5593,2009-10-01,cppunit,21.0
5594,2009-10-01,tfjs,0.0
5595,2009-10-01,fastapi,1.0
5596,2009-10-01,deeplearning4j,8.0
5597,2009-10-01,faces,108.0
5598,2009-10-01,owasp java,0.0
5599,2009-10-01,armadillo code,32.0
5600,2009-11-01,mlpack,29.0
5601,2009-11-01,robotframework,11.0
5602,2009-11-01,openssl,48.0
5603,2009-11-01,ITK,55.0
5604,2009-11-01,junit4,126.0
5605,2009-11-01,struts1,133.0
5606,2009-11-01,PyTables,7.0
5607,2009-11-01,pycrypto,24.0
5608,2009-11-01,paramiko,32.0
5609,2009-11-01,rails,113.0
5610,2009-11-01,camping,26.0
5611,2009-11-01,django,44.0
5612,2009-11-01,botan,7.0
5613,2009-11-01,pytest,0.0
5614,2009-11-01,struts,38.0
5615,2009-11-01,testng,49.0
5616,2009-11-01,Resteasy,54.0
5617,2009-11-01,cppcms,53.0
5618,2009-11-01,mahout,17.0
5619,2009-11-01,cxf,93.0
5620,2009-11-01,googletest,120.0
5621,2009-11-01,minitest,76.0
5622,2009-11-01,qunit,23.0
5623,2009-11-01,spring-framework,89.0
5624,2009-11-01,test-unit,52.0
5625,2009-11-01,express,70.0
5626,2009-11-01,pandas,1.0
5627,2009-11-01,rspec,28.0
5628,2009-11-01,statsample,0.0
5629,2009-11-01,wt,98.0
5630,2009-11-01,Catch2,0.0
5631,2009-11-01,backbone,15.0
5632,2009-11-01,brakeman,0.0
5633,2009-11-01,d3,31.0
5634,2009-11-01,flask,6.0
5635,2009-11-01,grape,51.0
5636,2009-11-01,libtomcrypt,21.0
5637,2009-11-01,moa,19.0
5638,2009-11-01,sciruby,6.0
5639,2009-11-01,sorcery,0.0
5640,2009-11-01,spark,21.0
5641,2009-11-01,zaproxy,0.0
5642,2009-11-01,brain.js,5.0
5643,2009-11-01,jstat,8.0
5644,2009-11-01,nmatrix,0.0
5645,2009-11-01,node js,27.0
5646,2009-11-01,orange3,0.0
5647,2009-11-01,playframework,21.0
5648,2009-11-01,pytorch,0.0
5649,2009-11-01,roda,77.0
5650,2009-11-01,tensorflow ruby,0.0
5651,2009-11-01,web2py,49.0
5652,2009-11-01,eve,58.0
5653,2009-11-01,bouncy castle,71.0
5654,2009-11-01,cpprestsdk,103.0
5655,2009-11-01,helmet,74.0
5656,2009-11-01,koa,25.0
5657,2009-11-01,react,1.0
5658,2009-11-01,restbed,64.0
5659,2009-11-01,Chart.js,13.0
5660,2009-11-01,cypress,28.0
5661,2009-11-01,dask,10.0
5662,2009-11-01,h2o-3,80.0
5663,2009-11-01,hanami,10.0
5664,2009-11-01,jest,89.0
5665,2009-11-01,synaptic,54.0
5666,2009-11-01,jsrsasign,0.0
5667,2009-11-01,junit5,6.0
5668,2009-11-01,nsp,16.0
5669,2009-11-01,pistache,14.0
5670,2009-11-01,tensorflow,0.0
5671,2009-11-01,vue,37.0
5672,2009-11-01,weka 3.8,0.0
5673,2009-11-01,cppunit,22.0
5674,2009-11-01,tfjs,0.0
5675,2009-11-01,fastapi,0.0
5676,2009-11-01,deeplearning4j,0.0
5677,2009-11-01,faces,109.0
5678,2009-11-01,owasp java,0.0
5679,2009-11-01,armadillo code,36.0
5680,2009-12-01,mlpack,8.0
5681,2009-12-01,robotframework,45.0
5682,2009-12-01,openssl,50.0
5683,2009-12-01,ITK,44.0
5684,2009-12-01,junit4,141.0
5685,2009-12-01,struts1,152.0
5686,2009-12-01,PyTables,6.0
5687,2009-12-01,pycrypto,23.0
5688,2009-12-01,paramiko,25.0
5689,2009-12-01,rails,102.0
5690,2009-12-01,camping,27.0
5691,2009-12-01,django,40.0
5692,2009-12-01,botan,0.0
5693,2009-12-01,pytest,0.0
5694,2009-12-01,struts,36.0
5695,2009-12-01,testng,49.0
5696,2009-12-01,Resteasy,59.0
5697,2009-12-01,cppcms,51.0
5698,2009-12-01,mahout,17.0
5699,2009-12-01,cxf,75.0
5700,2009-12-01,googletest,112.0
5701,2009-12-01,minitest,84.0
5702,2009-12-01,qunit,21.0
5703,2009-12-01,spring-framework,86.0
5704,2009-12-01,test-unit,46.0
5705,2009-12-01,express,68.0
5706,2009-12-01,pandas,0.0
5707,2009-12-01,rspec,30.0
5708,2009-12-01,statsample,0.0
5709,2009-12-01,wt,117.0
5710,2009-12-01,Catch2,0.0
5711,2009-12-01,backbone,12.0
5712,2009-12-01,brakeman,0.0
5713,2009-12-01,d3,43.0
5714,2009-12-01,flask,6.0
5715,2009-12-01,grape,38.0
5716,2009-12-01,libtomcrypt,7.0
5717,2009-12-01,moa,23.0
5718,2009-12-01,sciruby,4.0
5719,2009-12-01,sorcery,11.0
5720,2009-12-01,spark,20.0
5721,2009-12-01,zaproxy,0.0
5722,2009-12-01,brain.js,0.0
5723,2009-12-01,jstat,24.0
5724,2009-12-01,nmatrix,0.0
5725,2009-12-01,node js,4.0
5726,2009-12-01,orange3,0.0
5727,2009-12-01,playframework,21.0
5728,2009-12-01,pytorch,0.0
5729,2009-12-01,roda,80.0
5730,2009-12-01,tensorflow ruby,0.0
5731,2009-12-01,web2py,64.0
5732,2009-12-01,eve,85.0
5733,2009-12-01,bouncy castle,46.0
5734,2009-12-01,cpprestsdk,122.0
5735,2009-12-01,helmet,80.0
5736,2009-12-01,koa,22.0
5737,2009-12-01,react,1.0
5738,2009-12-01,restbed,65.0
5739,2009-12-01,Chart.js,0.0
5740,2009-12-01,cypress,26.0
5741,2009-12-01,dask,7.0
5742,2009-12-01,h2o-3,75.0
5743,2009-12-01,hanami,0.0
5744,2009-12-01,jest,78.0
5745,2009-12-01,synaptic,49.0
5746,2009-12-01,jsrsasign,0.0
5747,2009-12-01,junit5,5.0
5748,2009-12-01,nsp,15.0
5749,2009-12-01,pistache,36.0
5750,2009-12-01,tensorflow,0.0
5751,2009-12-01,vue,40.0
5752,2009-12-01,weka 3.8,0.0
5753,2009-12-01,cppunit,18.0
5754,2009-12-01,tfjs,0.0
5755,2009-12-01,fastapi,1.0
5756,2009-12-01,deeplearning4j,3.0
5757,2009-12-01,faces,103.0
5758,2009-12-01,owasp java,0.0
5759,2009-12-01,armadillo code,27.0
5760,2010-01-01,mlpack,6.0
5761,2010-01-01,robotframework,15.0
5762,2010-01-01,openssl,46.0
5763,2010-01-01,ITK,52.0
5764,2010-01-01,junit4,88.0
5765,2010-01-01,struts1,110.0
5766,2010-01-01,PyTables,6.0
5767,2010-01-01,pycrypto,37.0
5768,2010-01-01,paramiko,30.0
5769,2010-01-01,rails,94.0
5770,2010-01-01,camping,33.0
5771,2010-01-01,django,40.0
5772,2010-01-01,botan,6.0
5773,2010-01-01,pytest,0.0
5774,2010-01-01,struts,32.0
5775,2010-01-01,testng,41.0
5776,2010-01-01,Resteasy,54.0
5777,2010-01-01,cppcms,46.0
5778,2010-01-01,mahout,18.0
5779,2010-01-01,cxf,83.0
5780,2010-01-01,googletest,107.0
5781,2010-01-01,minitest,87.0
5782,2010-01-01,qunit,12.0
5783,2010-01-01,spring-framework,78.0
5784,2010-01-01,test-unit,41.0
5785,2010-01-01,express,61.0
5786,2010-01-01,pandas,1.0
5787,2010-01-01,rspec,31.0
5788,2010-01-01,statsample,0.0
5789,2010-01-01,wt,76.0
5790,2010-01-01,Catch2,0.0
5791,2010-01-01,backbone,12.0
5792,2010-01-01,brakeman,0.0
5793,2010-01-01,d3,35.0
5794,2010-01-01,flask,7.0
5795,2010-01-01,grape,43.0
5796,2010-01-01,libtomcrypt,5.0
5797,2010-01-01,moa,19.0
5798,2010-01-01,sciruby,0.0
5799,2010-01-01,sorcery,9.0
5800,2010-01-01,spark,19.0
5801,2010-01-01,zaproxy,0.0
5802,2010-01-01,brain.js,3.0
5803,2010-01-01,jstat,20.0
5804,2010-01-01,nmatrix,0.0
5805,2010-01-01,node js,2.0
5806,2010-01-01,orange3,0.0
5807,2010-01-01,playframework,23.0
5808,2010-01-01,pytorch,0.0
5809,2010-01-01,roda,72.0
5810,2010-01-01,tensorflow ruby,0.0
5811,2010-01-01,web2py,53.0
5812,2010-01-01,eve,60.0
5813,2010-01-01,bouncy castle,53.0
5814,2010-01-01,cpprestsdk,97.0
5815,2010-01-01,helmet,65.0
5816,2010-01-01,koa,20.0
5817,2010-01-01,react,1.0
5818,2010-01-01,restbed,52.0
5819,2010-01-01,Chart.js,0.0
5820,2010-01-01,cypress,27.0
5821,2010-01-01,dask,3.0
5822,2010-01-01,h2o-3,72.0
5823,2010-01-01,hanami,8.0
5824,2010-01-01,jest,83.0
5825,2010-01-01,synaptic,46.0
5826,2010-01-01,jsrsasign,0.0
5827,2010-01-01,junit5,17.0
5828,2010-01-01,nsp,15.0
5829,2010-01-01,pistache,35.0
5830,2010-01-01,tensorflow,0.0
5831,2010-01-01,vue,38.0
5832,2010-01-01,weka 3.8,0.0
5833,2010-01-01,cppunit,16.0
5834,2010-01-01,tfjs,0.0
5835,2010-01-01,fastapi,0.0
5836,2010-01-01,deeplearning4j,7.0
5837,2010-01-01,faces,97.0
5838,2010-01-01,owasp java,2.0
5839,2010-01-01,armadillo code,35.0
5840,2010-02-01,mlpack,0.0
5841,2010-02-01,robotframework,35.0
5842,2010-02-01,openssl,49.0
5843,2010-02-01,ITK,57.0
5844,2010-02-01,junit4,117.0
5845,2010-02-01,struts1,110.0
5846,2010-02-01,PyTables,8.0
5847,2010-02-01,pycrypto,34.0
5848,2010-02-01,paramiko,31.0
5849,2010-02-01,rails,109.0
5850,2010-02-01,camping,34.0
5851,2010-02-01,django,45.0
5852,2010-02-01,botan,5.0
5853,2010-02-01,pytest,0.0
5854,2010-02-01,struts,36.0
5855,2010-02-01,testng,47.0
5856,2010-02-01,Resteasy,62.0
5857,2010-02-01,cppcms,46.0
5858,2010-02-01,mahout,25.0
5859,2010-02-01,cxf,78.0
5860,2010-02-01,googletest,115.0
5861,2010-02-01,minitest,77.0
5862,2010-02-01,qunit,21.0
5863,2010-02-01,spring-framework,84.0
5864,2010-02-01,test-unit,51.0
5865,2010-02-01,express,63.0
5866,2010-02-01,pandas,1.0
5867,2010-02-01,rspec,39.0
5868,2010-02-01,statsample,0.0
5869,2010-02-01,wt,81.0
5870,2010-02-01,Catch2,0.0
5871,2010-02-01,backbone,14.0
5872,2010-02-01,brakeman,0.0
5873,2010-02-01,d3,35.0
5874,2010-02-01,flask,5.0
5875,2010-02-01,grape,42.0
5876,2010-02-01,libtomcrypt,5.0
5877,2010-02-01,moa,23.0
5878,2010-02-01,sciruby,0.0
5879,2010-02-01,sorcery,6.0
5880,2010-02-01,spark,20.0
5881,2010-02-01,zaproxy,0.0
5882,2010-02-01,brain.js,9.0
5883,2010-02-01,jstat,23.0
5884,2010-02-01,nmatrix,0.0
5885,2010-02-01,node js,4.0
5886,2010-02-01,orange3,5.0
5887,2010-02-01,playframework,18.0
5888,2010-02-01,pytorch,0.0
5889,2010-02-01,roda,68.0
5890,2010-02-01,tensorflow ruby,0.0
5891,2010-02-01,web2py,83.0
5892,2010-02-01,eve,58.0
5893,2010-02-01,bouncy castle,34.0
5894,2010-02-01,cpprestsdk,107.0
5895,2010-02-01,helmet,72.0
5896,2010-02-01,koa,26.0
5897,2010-02-01,react,1.0
5898,2010-02-01,restbed,45.0
5899,2010-02-01,Chart.js,11.0
5900,2010-02-01,cypress,28.0
5901,2010-02-01,dask,10.0
5902,2010-02-01,h2o-3,64.0
5903,2010-02-01,hanami,0.0
5904,2010-02-01,jest,83.0
5905,2010-02-01,synaptic,45.0
5906,2010-02-01,jsrsasign,0.0
5907,2010-02-01,junit5,4.0
5908,2010-02-01,nsp,13.0
5909,2010-02-01,pistache,32.0
5910,2010-02-01,tensorflow,0.0
5911,2010-02-01,vue,35.0
5912,2010-02-01,weka 3.8,0.0
5913,2010-02-01,cppunit,19.0
5914,2010-02-01,tfjs,0.0
5915,2010-02-01,fastapi,0.0
5916,2010-02-01,deeplearning4j,4.0
5917,2010-02-01,faces,112.0
5918,2010-02-01,owasp java,4.0
5919,2010-02-01,armadillo code,34.0
5920,2010-03-01,mlpack,18.0
5921,2010-03-01,robotframework,24.0
5922,2010-03-01,openssl,56.0
5923,2010-03-01,ITK,57.0
5924,2010-03-01,junit4,131.0
5925,2010-03-01,struts1,175.0
5926,2010-03-01,PyTables,37.0
5927,2010-03-01,pycrypto,18.0
5928,2010-03-01,paramiko,23.0
5929,2010-03-01,rails,121.0
5930,2010-03-01,camping,41.0
5931,2010-03-01,django,45.0
5932,2010-03-01,botan,7.0
5933,2010-03-01,pytest,0.0
5934,2010-03-01,struts,42.0
5935,2010-03-01,testng,43.0
5936,2010-03-01,Resteasy,67.0
5937,2010-03-01,cppcms,51.0
5938,2010-03-01,mahout,26.0
5939,2010-03-01,cxf,98.0
5940,2010-03-01,googletest,121.0
5941,2010-03-01,minitest,80.0
5942,2010-03-01,qunit,35.0
5943,2010-03-01,spring-framework,100.0
5944,2010-03-01,test-unit,53.0
5945,2010-03-01,express,60.0
5946,2010-03-01,pandas,1.0
5947,2010-03-01,rspec,30.0
5948,2010-03-01,statsample,0.0
5949,2010-03-01,wt,80.0
5950,2010-03-01,Catch2,0.0
5951,2010-03-01,backbone,14.0
5952,2010-03-01,brakeman,0.0
5953,2010-03-01,d3,33.0
5954,2010-03-01,flask,7.0
5955,2010-03-01,grape,39.0
5956,2010-03-01,libtomcrypt,9.0
5957,2010-03-01,moa,24.0
5958,2010-03-01,sciruby,0.0
5959,2010-03-01,sorcery,16.0
5960,2010-03-01,spark,21.0
5961,2010-03-01,zaproxy,0.0
5962,2010-03-01,brain.js,0.0
5963,2010-03-01,jstat,21.0
5964,2010-03-01,nmatrix,0.0
5965,2010-03-01,node js,7.0
5966,2010-03-01,orange3,7.0
5967,2010-03-01,playframework,29.0
5968,2010-03-01,pytorch,0.0
5969,2010-03-01,roda,71.0
5970,2010-03-01,tensorflow ruby,0.0
5971,2010-03-01,web2py,76.0
5972,2010-03-01,eve,53.0
5973,2010-03-01,bouncy castle,57.0
5974,2010-03-01,cpprestsdk,113.0
5975,2010-03-01,helmet,66.0
5976,2010-03-01,koa,24.0
5977,2010-03-01,react,1.0
5978,2010-03-01,restbed,49.0
5979,2010-03-01,Chart.js,10.0
5980,2010-03-01,cypress,29.0
5981,2010-03-01,dask,9.0
5982,2010-03-01,h2o-3,82.0
5983,2010-03-01,hanami,9.0
5984,2010-03-01,jest,76.0
5985,2010-03-01,synaptic,47.0
5986,2010-03-01,jsrsasign,0.0
5987,2010-03-01,junit5,9.0
5988,2010-03-01,nsp,14.0
5989,2010-03-01,pistache,22.0
5990,2010-03-01,tensorflow,0.0
5991,2010-03-01,vue,40.0
5992,2010-03-01,weka 3.8,0.0
5993,2010-03-01,cppunit,19.0
5994,2010-03-01,tfjs,0.0
5995,2010-03-01,fastapi,0.0
5996,2010-03-01,deeplearning4j,0.0
5997,2010-03-01,faces,112.0
5998,2010-03-01,owasp java,0.0
5999,2010-03-01,armadillo code,34.0
6000,2010-04-01,mlpack,24.0
6001,2010-04-01,robotframework,0.0
6002,2010-04-01,openssl,47.0
6003,2010-04-01,ITK,65.0
6004,2010-04-01,junit4,132.0
6005,2010-04-01,struts1,144.0
6006,2010-04-01,PyTables,11.0
6007,2010-04-01,pycrypto,52.0
6008,2010-04-01,paramiko,31.0
6009,2010-04-01,rails,108.0
6010,2010-04-01,camping,47.0
6011,2010-04-01,django,45.0
6012,2010-04-01,botan,7.0
6013,2010-04-01,pytest,0.0
6014,2010-04-01,struts,38.0
6015,2010-04-01,testng,54.0
6016,2010-04-01,Resteasy,84.0
6017,2010-04-01,cppcms,51.0
6018,2010-04-01,mahout,20.0
6019,2010-04-01,cxf,94.0
6020,2010-04-01,googletest,122.0
6021,2010-04-01,minitest,52.0
6022,2010-04-01,qunit,28.0
6023,2010-04-01,spring-framework,114.0
6024,2010-04-01,test-unit,55.0
6025,2010-04-01,express,60.0
6026,2010-04-01,pandas,1.0
6027,2010-04-01,rspec,40.0
6028,2010-04-01,statsample,0.0
6029,2010-04-01,wt,74.0
6030,2010-04-01,Catch2,0.0
6031,2010-04-01,backbone,14.0
6032,2010-04-01,brakeman,0.0
6033,2010-04-01,d3,33.0
6034,2010-04-01,flask,5.0
6035,2010-04-01,grape,44.0
6036,2010-04-01,libtomcrypt,4.0
6037,2010-04-01,moa,19.0
6038,2010-04-01,sciruby,0.0
6039,2010-04-01,sorcery,13.0
6040,2010-04-01,spark,20.0
6041,2010-04-01,zaproxy,0.0
6042,2010-04-01,brain.js,0.0
6043,2010-04-01,jstat,21.0
6044,2010-04-01,nmatrix,0.0
6045,2010-04-01,node js,22.0
6046,2010-04-01,orange3,0.0
6047,2010-04-01,playframework,45.0
6048,2010-04-01,pytorch,1.0
6049,2010-04-01,roda,75.0
6050,2010-04-01,tensorflow ruby,0.0
6051,2010-04-01,web2py,66.0
6052,2010-04-01,eve,53.0
6053,2010-04-01,bouncy castle,59.0
6054,2010-04-01,cpprestsdk,100.0
6055,2010-04-01,helmet,69.0
6056,2010-04-01,koa,27.0
6057,2010-04-01,react,1.0
6058,2010-04-01,restbed,48.0
6059,2010-04-01,Chart.js,3.0
6060,2010-04-01,cypress,29.0
6061,2010-04-01,dask,15.0
6062,2010-04-01,h2o-3,70.0
6063,2010-04-01,hanami,12.0
6064,2010-04-01,jest,70.0
6065,2010-04-01,synaptic,46.0
6066,2010-04-01,jsrsasign,0.0
6067,2010-04-01,junit5,8.0
6068,2010-04-01,nsp,17.0
6069,2010-04-01,pistache,24.0
6070,2010-04-01,tensorflow,0.0
6071,2010-04-01,vue,33.0
6072,2010-04-01,weka 3.8,0.0
6073,2010-04-01,cppunit,16.0
6074,2010-04-01,tfjs,0.0
6075,2010-04-01,fastapi,0.0
6076,2010-04-01,deeplearning4j,2.0
6077,2010-04-01,faces,124.0
6078,2010-04-01,owasp java,4.0
6079,2010-04-01,armadillo code,36.0
6080,2010-05-01,mlpack,4.0
6081,2010-05-01,robotframework,21.0
6082,2010-05-01,openssl,45.0
6083,2010-05-01,ITK,57.0
6084,2010-05-01,junit4,134.0
6085,2010-05-01,struts1,136.0
