,date,project,relative_interest
13654,2018-03-01,cpprestsdk,75.0
13655,2018-03-01,helmet,51.0
13656,2018-03-01,koa,22.0
13657,2018-03-01,react,45.0
13658,2018-03-01,restbed,35.0
13659,2018-03-01,Chart.js,163.0
13660,2018-03-01,cypress,17.0
13661,2018-03-01,dask,33.0
13662,2018-03-01,h2o-3,48.0
13663,2018-03-01,hanami,15.0
13664,2018-03-01,jest,52.0
13665,2018-03-01,synaptic,12.0
13666,2018-03-01,jsrsasign,0.0
13667,2018-03-01,junit5,66.0
13668,2018-03-01,nsp,15.0
13669,2018-03-01,pistache,18.0
13670,2018-03-01,tensorflow,91.0
13671,2018-03-01,vue,226.0
13672,2018-03-01,weka 3.8,3.0
13673,2018-03-01,cppunit,2.0
13674,2018-03-01,tfjs,0.0
13675,2018-03-01,fastapi,0.0
13676,2018-03-01,deeplearning4j,6.0
13677,2018-03-01,faces,47.0
13678,2018-03-01,owasp java,11.0
13679,2018-03-01,armadillo code,36.0
13680,2018-04-01,mlpack,18.0
13681,2018-04-01,robotframework,144.0
13682,2018-04-01,openssl,37.0
13683,2018-04-01,ITK,19.0
13684,2018-04-01,junit4,59.0
13685,2018-04-01,struts1,28.0
13686,2018-04-01,PyTables,9.0
13687,2018-04-01,pycrypto,73.0
13688,2018-04-01,paramiko,79.0
13689,2018-04-01,rails,60.0
13690,2018-04-01,camping,39.0
13691,2018-04-01,django,66.0
13692,2018-04-01,botan,8.0
13693,2018-04-01,pytest,28.0
13694,2018-04-01,struts,8.0
13695,2018-04-01,testng,90.0
13696,2018-04-01,Resteasy,51.0
13697,2018-04-01,cppcms,39.0
13698,2018-04-01,mahout,9.0
13699,2018-04-01,cxf,31.0
13700,2018-04-01,googletest,121.0
13701,2018-04-01,minitest,52.0
13702,2018-04-01,qunit,18.0
13703,2018-04-01,spring-framework,66.0
13704,2018-04-01,test-unit,76.0
13705,2018-04-01,express,18.0
13706,2018-04-01,pandas,37.0
13707,2018-04-01,rspec,78.0
13708,2018-04-01,statsample,0.0
13709,2018-04-01,wt,28.0
13710,2018-04-01,Catch2,6.0
13711,2018-04-01,backbone,21.0
13712,2018-04-01,brakeman,6.0
13713,2018-04-01,d3,25.0
13714,2018-04-01,flask,50.0
13715,2018-04-01,grape,54.0
13716,2018-04-01,libtomcrypt,0.0
13717,2018-04-01,moa,28.0
13718,2018-04-01,sciruby,0.0
13719,2018-04-01,sorcery,12.0
13720,2018-04-01,spark,86.0
13721,2018-04-01,zaproxy,5.0
13722,2018-04-01,brain.js,5.0
13723,2018-04-01,jstat,19.0
13724,2018-04-01,nmatrix,0.0
13725,2018-04-01,node js,139.0
13726,2018-04-01,orange3,5.0
13727,2018-04-01,playframework,58.0
13728,2018-04-01,pytorch,22.0
13729,2018-04-01,roda,35.0
13730,2018-04-01,tensorflow ruby,0.0
13731,2018-04-01,web2py,28.0
13732,2018-04-01,eve,26.0
13733,2018-04-01,bouncy castle,41.0
13734,2018-04-01,cpprestsdk,80.0
13735,2018-04-01,helmet,50.0
13736,2018-04-01,koa,23.0
13737,2018-04-01,react,44.0
13738,2018-04-01,restbed,38.0
13739,2018-04-01,Chart.js,161.0
13740,2018-04-01,cypress,16.0
13741,2018-04-01,dask,31.0
13742,2018-04-01,h2o-3,48.0
13743,2018-04-01,hanami,17.0
13744,2018-04-01,jest,48.0
13745,2018-04-01,synaptic,10.0
13746,2018-04-01,jsrsasign,2.0
13747,2018-04-01,junit5,75.0
13748,2018-04-01,nsp,15.0
13749,2018-04-01,pistache,17.0
13750,2018-04-01,tensorflow,100.0
13751,2018-04-01,vue,222.0
13752,2018-04-01,weka 3.8,0.0
13753,2018-04-01,cppunit,2.0
13754,2018-04-01,tfjs,0.0
13755,2018-04-01,fastapi,0.0
13756,2018-04-01,deeplearning4j,6.0
13757,2018-04-01,faces,43.0
13758,2018-04-01,owasp java,11.0
13759,2018-04-01,armadillo code,33.0
13760,2018-05-01,mlpack,5.0
13761,2018-05-01,robotframework,155.0
13762,2018-05-01,openssl,39.0
13763,2018-05-01,ITK,21.0
13764,2018-05-01,junit4,43.0
13765,2018-05-01,struts1,29.0
13766,2018-05-01,PyTables,6.0
13767,2018-05-01,pycrypto,73.0
13768,2018-05-01,paramiko,90.0
13769,2018-05-01,rails,66.0
13770,2018-05-01,camping,48.0
13771,2018-05-01,django,70.0
13772,2018-05-01,botan,8.0
13773,2018-05-01,pytest,31.0
13774,2018-05-01,struts,8.0
13775,2018-05-01,testng,91.0
13776,2018-05-01,Resteasy,44.0
13777,2018-05-01,cppcms,40.0
13778,2018-05-01,mahout,17.0
13779,2018-05-01,cxf,36.0
13780,2018-05-01,googletest,121.0
13781,2018-05-01,minitest,61.0
13782,2018-05-01,qunit,21.0
13783,2018-05-01,spring-framework,60.0
13784,2018-05-01,test-unit,81.0
13785,2018-05-01,express,20.0
13786,2018-05-01,pandas,39.0
13787,2018-05-01,rspec,88.0
13788,2018-05-01,statsample,0.0
13789,2018-05-01,wt,28.0
13790,2018-05-01,Catch2,16.0
13791,2018-05-01,backbone,21.0
13792,2018-05-01,brakeman,7.0
13793,2018-05-01,d3,24.0
13794,2018-05-01,flask,53.0
13795,2018-05-01,grape,58.0
13796,2018-05-01,libtomcrypt,2.0
13797,2018-05-01,moa,27.0
13798,2018-05-01,sciruby,1.0
13799,2018-05-01,sorcery,18.0
13800,2018-05-01,spark,100.0
13801,2018-05-01,zaproxy,4.0
13802,2018-05-01,brain.js,2.0
13803,2018-05-01,jstat,16.0
13804,2018-05-01,nmatrix,0.0
13805,2018-05-01,node js,150.0
13806,2018-05-01,orange3,2.0
13807,2018-05-01,playframework,52.0
13808,2018-05-01,pytorch,25.0
13809,2018-05-01,roda,36.0
13810,2018-05-01,tensorflow ruby,7.0
13811,2018-05-01,web2py,20.0
13812,2018-05-01,eve,27.0
13813,2018-05-01,bouncy castle,47.0
13814,2018-05-01,cpprestsdk,79.0
13815,2018-05-01,helmet,57.0
13816,2018-05-01,koa,21.0
13817,2018-05-01,react,49.0
13818,2018-05-01,restbed,43.0
13819,2018-05-01,Chart.js,171.0
13820,2018-05-01,cypress,17.0
13821,2018-05-01,dask,40.0
13822,2018-05-01,h2o-3,48.0
13823,2018-05-01,hanami,14.0
13824,2018-05-01,jest,52.0
13825,2018-05-01,synaptic,11.0
13826,2018-05-01,jsrsasign,3.0
13827,2018-05-01,junit5,71.0
13828,2018-05-01,nsp,13.0
13829,2018-05-01,pistache,17.0
13830,2018-05-01,tensorflow,97.0
13831,2018-05-01,vue,236.0
13832,2018-05-01,weka 3.8,0.0
13833,2018-05-01,cppunit,2.0
13834,2018-05-01,tfjs,1.0
13835,2018-05-01,fastapi,0.0
13836,2018-05-01,deeplearning4j,7.0
13837,2018-05-01,faces,48.0
13838,2018-05-01,owasp java,10.0
13839,2018-05-01,armadillo code,38.0
13840,2018-06-01,mlpack,7.0
13841,2018-06-01,robotframework,169.0
13842,2018-06-01,openssl,40.0
13843,2018-06-01,ITK,20.0
13844,2018-06-01,junit4,37.0
13845,2018-06-01,struts1,28.0
13846,2018-06-01,PyTables,7.0
13847,2018-06-01,pycrypto,69.0
13848,2018-06-01,paramiko,94.0
13849,2018-06-01,rails,65.0
13850,2018-06-01,camping,50.0
13851,2018-06-01,django,65.0
13852,2018-06-01,botan,6.0
13853,2018-06-01,pytest,34.0
13854,2018-06-01,struts,8.0
13855,2018-06-01,testng,95.0
13856,2018-06-01,Resteasy,47.0
13857,2018-06-01,cppcms,38.0
13858,2018-06-01,mahout,8.0
13859,2018-06-01,cxf,33.0
13860,2018-06-01,googletest,113.0
13861,2018-06-01,minitest,53.0
13862,2018-06-01,qunit,24.0
13863,2018-06-01,spring-framework,59.0
13864,2018-06-01,test-unit,77.0
13865,2018-06-01,express,20.0
13866,2018-06-01,pandas,40.0
13867,2018-06-01,rspec,88.0
13868,2018-06-01,statsample,0.0
13869,2018-06-01,wt,24.0
13870,2018-06-01,Catch2,21.0
13871,2018-06-01,backbone,20.0
13872,2018-06-01,brakeman,8.0
13873,2018-06-01,d3,23.0
13874,2018-06-01,flask,54.0
13875,2018-06-01,grape,53.0
13876,2018-06-01,libtomcrypt,4.0
13877,2018-06-01,moa,29.0
13878,2018-06-01,sciruby,0.0
13879,2018-06-01,sorcery,13.0
13880,2018-06-01,spark,82.0
13881,2018-06-01,zaproxy,2.0
13882,2018-06-01,brain.js,4.0
13883,2018-06-01,jstat,22.0
13884,2018-06-01,nmatrix,0.0
13885,2018-06-01,node js,133.0
13886,2018-06-01,orange3,0.0
13887,2018-06-01,playframework,54.0
13888,2018-06-01,pytorch,24.0
13889,2018-06-01,roda,35.0
13890,2018-06-01,tensorflow ruby,4.0
13891,2018-06-01,web2py,30.0
13892,2018-06-01,eve,29.0
13893,2018-06-01,bouncy castle,48.0
13894,2018-06-01,cpprestsdk,77.0
13895,2018-06-01,helmet,48.0
13896,2018-06-01,koa,24.0
13897,2018-06-01,react,48.0
13898,2018-06-01,restbed,32.0
13899,2018-06-01,Chart.js,169.0
13900,2018-06-01,cypress,17.0
13901,2018-06-01,dask,36.0
13902,2018-06-01,h2o-3,48.0
13903,2018-06-01,hanami,13.0
13904,2018-06-01,jest,47.0
13905,2018-06-01,synaptic,9.0
13906,2018-06-01,jsrsasign,4.0
13907,2018-06-01,junit5,75.0
13908,2018-06-01,nsp,15.0
13909,2018-06-01,pistache,19.0
13910,2018-06-01,tensorflow,87.0
13911,2018-06-01,vue,234.0
13912,2018-06-01,weka 3.8,3.0
13913,2018-06-01,cppunit,3.0
13914,2018-06-01,tfjs,4.0
13915,2018-06-01,fastapi,0.0
13916,2018-06-01,deeplearning4j,6.0
13917,2018-06-01,faces,39.0
13918,2018-06-01,owasp java,10.0
13919,2018-06-01,armadillo code,38.0
13920,2018-07-01,mlpack,6.0
13921,2018-07-01,robotframework,129.0
13922,2018-07-01,openssl,39.0
13923,2018-07-01,ITK,15.0
13924,2018-07-01,junit4,42.0
13925,2018-07-01,struts1,23.0
13926,2018-07-01,PyTables,9.0
13927,2018-07-01,pycrypto,68.0
13928,2018-07-01,paramiko,84.0
13929,2018-07-01,rails,61.0
13930,2018-07-01,camping,64.0
13931,2018-07-01,django,63.0
13932,2018-07-01,botan,6.0
13933,2018-07-01,pytest,34.0
13934,2018-07-01,struts,10.0
13935,2018-07-01,testng,96.0
13936,2018-07-01,Resteasy,46.0
13937,2018-07-01,cppcms,34.0
13938,2018-07-01,mahout,10.0
13939,2018-07-01,cxf,31.0
13940,2018-07-01,googletest,107.0
13941,2018-07-01,minitest,47.0
13942,2018-07-01,qunit,21.0
13943,2018-07-01,spring-framework,55.0
13944,2018-07-01,test-unit,72.0
13945,2018-07-01,express,18.0
13946,2018-07-01,pandas,39.0
13947,2018-07-01,rspec,71.0
13948,2018-07-01,statsample,0.0
13949,2018-07-01,wt,26.0
13950,2018-07-01,Catch2,14.0
13951,2018-07-01,backbone,18.0
13952,2018-07-01,brakeman,10.0
13953,2018-07-01,d3,23.0
13954,2018-07-01,flask,49.0
13955,2018-07-01,grape,52.0
13956,2018-07-01,libtomcrypt,3.0
13957,2018-07-01,moa,27.0
13958,2018-07-01,sciruby,1.0
13959,2018-07-01,sorcery,13.0
13960,2018-07-01,spark,74.0
13961,2018-07-01,zaproxy,3.0
13962,2018-07-01,brain.js,2.0
13963,2018-07-01,jstat,16.0
13964,2018-07-01,nmatrix,1.0
13965,2018-07-01,node js,148.0
13966,2018-07-01,orange3,2.0
13967,2018-07-01,playframework,48.0
13968,2018-07-01,pytorch,22.0
13969,2018-07-01,roda,35.0
13970,2018-07-01,tensorflow ruby,4.0
13971,2018-07-01,web2py,19.0
13972,2018-07-01,eve,29.0
13973,2018-07-01,bouncy castle,54.0
13974,2018-07-01,cpprestsdk,69.0
13975,2018-07-01,helmet,50.0
13976,2018-07-01,koa,24.0
13977,2018-07-01,react,46.0
13978,2018-07-01,restbed,37.0
13979,2018-07-01,Chart.js,156.0
13980,2018-07-01,cypress,17.0
13981,2018-07-01,dask,36.0
13982,2018-07-01,h2o-3,45.0
13983,2018-07-01,hanami,10.0
13984,2018-07-01,jest,44.0
13985,2018-07-01,synaptic,9.0
13986,2018-07-01,jsrsasign,6.0
13987,2018-07-01,junit5,72.0
13988,2018-07-01,nsp,25.0
13989,2018-07-01,pistache,20.0
13990,2018-07-01,tensorflow,91.0
13991,2018-07-01,vue,229.0
13992,2018-07-01,weka 3.8,0.0
13993,2018-07-01,cppunit,2.0
13994,2018-07-01,tfjs,3.0
13995,2018-07-01,fastapi,0.0
13996,2018-07-01,deeplearning4j,6.0
13997,2018-07-01,faces,36.0
13998,2018-07-01,owasp java,8.0
13999,2018-07-01,armadillo code,31.0
14000,2018-08-01,mlpack,10.0
14001,2018-08-01,robotframework,160.0
14002,2018-08-01,openssl,37.0
14003,2018-08-01,ITK,17.0
14004,2018-08-01,junit4,44.0
14005,2018-08-01,struts1,47.0
14006,2018-08-01,PyTables,7.0
14007,2018-08-01,pycrypto,68.0
14008,2018-08-01,paramiko,85.0
14009,2018-08-01,rails,64.0
14010,2018-08-01,camping,61.0
14011,2018-08-01,django,71.0
14012,2018-08-01,botan,5.0
14013,2018-08-01,pytest,39.0
14014,2018-08-01,struts,10.0
14015,2018-08-01,testng,96.0
14016,2018-08-01,Resteasy,41.0
14017,2018-08-01,cppcms,37.0
14018,2018-08-01,mahout,16.0
14019,2018-08-01,cxf,29.0
14020,2018-08-01,googletest,110.0
14021,2018-08-01,minitest,57.0
14022,2018-08-01,qunit,18.0
14023,2018-08-01,spring-framework,57.0
14024,2018-08-01,test-unit,80.0
14025,2018-08-01,express,19.0
14026,2018-08-01,pandas,40.0
14027,2018-08-01,rspec,82.0
14028,2018-08-01,statsample,0.0
14029,2018-08-01,wt,27.0
14030,2018-08-01,Catch2,16.0
14031,2018-08-01,backbone,19.0
14032,2018-08-01,brakeman,8.0
14033,2018-08-01,d3,24.0
14034,2018-08-01,flask,55.0
14035,2018-08-01,grape,46.0
14036,2018-08-01,libtomcrypt,2.0
14037,2018-08-01,moa,28.0
14038,2018-08-01,sciruby,1.0
14039,2018-08-01,sorcery,15.0
14040,2018-08-01,spark,76.0
14041,2018-08-01,zaproxy,2.0
14042,2018-08-01,brain.js,5.0
14043,2018-08-01,jstat,16.0
14044,2018-08-01,nmatrix,2.0
14045,2018-08-01,node js,132.0
14046,2018-08-01,orange3,2.0
14047,2018-08-01,playframework,46.0
14048,2018-08-01,pytorch,25.0
14049,2018-08-01,roda,37.0
14050,2018-08-01,tensorflow ruby,4.0
14051,2018-08-01,web2py,18.0
14052,2018-08-01,eve,26.0
14053,2018-08-01,bouncy castle,33.0
14054,2018-08-01,cpprestsdk,75.0
14055,2018-08-01,helmet,51.0
14056,2018-08-01,koa,24.0
14057,2018-08-01,react,51.0
14058,2018-08-01,restbed,33.0
14059,2018-08-01,Chart.js,169.0
14060,2018-08-01,cypress,18.0
14061,2018-08-01,dask,43.0
14062,2018-08-01,h2o-3,45.0
14063,2018-08-01,hanami,14.0
14064,2018-08-01,jest,46.0
14065,2018-08-01,synaptic,10.0
14066,2018-08-01,jsrsasign,3.0
14067,2018-08-01,junit5,81.0
14068,2018-08-01,nsp,37.0
14069,2018-08-01,pistache,15.0
14070,2018-08-01,tensorflow,84.0
14071,2018-08-01,vue,241.0
14072,2018-08-01,weka 3.8,0.0
14073,2018-08-01,cppunit,2.0
14074,2018-08-01,tfjs,3.0
14075,2018-08-01,fastapi,0.0
14076,2018-08-01,deeplearning4j,5.0
14077,2018-08-01,faces,36.0
14078,2018-08-01,owasp java,9.0
14079,2018-08-01,armadillo code,37.0
14080,2018-09-01,mlpack,8.0
14081,2018-09-01,robotframework,156.0
14082,2018-09-01,openssl,38.0
14083,2018-09-01,ITK,15.0
14084,2018-09-01,junit4,37.0
14085,2018-09-01,struts1,37.0
14086,2018-09-01,PyTables,9.0
14087,2018-09-01,pycrypto,60.0
14088,2018-09-01,paramiko,83.0
14089,2018-09-01,rails,57.0
14090,2018-09-01,camping,33.0
14091,2018-09-01,django,65.0
14092,2018-09-01,botan,4.0
14093,2018-09-01,pytest,31.0
14094,2018-09-01,struts,12.0
14095,2018-09-01,testng,86.0
14096,2018-09-01,Resteasy,44.0
14097,2018-09-01,cppcms,35.0
14098,2018-09-01,mahout,10.0
14099,2018-09-01,cxf,30.0
14100,2018-09-01,googletest,114.0
14101,2018-09-01,minitest,46.0
14102,2018-09-01,qunit,17.0
14103,2018-09-01,spring-framework,61.0
14104,2018-09-01,test-unit,77.0
14105,2018-09-01,express,18.0
14106,2018-09-01,pandas,40.0
14107,2018-09-01,rspec,72.0
14108,2018-09-01,statsample,0.0
14109,2018-09-01,wt,27.0
14110,2018-09-01,Catch2,20.0
14111,2018-09-01,backbone,19.0
14112,2018-09-01,brakeman,7.0
14113,2018-09-01,d3,22.0
14114,2018-09-01,flask,51.0
14115,2018-09-01,grape,48.0
14116,2018-09-01,libtomcrypt,0.0
14117,2018-09-01,moa,29.0
14118,2018-09-01,sciruby,2.0
14119,2018-09-01,sorcery,11.0
14120,2018-09-01,spark,73.0
14121,2018-09-01,zaproxy,0.0
14122,2018-09-01,brain.js,2.0
14123,2018-09-01,jstat,18.0
14124,2018-09-01,nmatrix,1.0
14125,2018-09-01,node js,133.0
14126,2018-09-01,orange3,2.0
14127,2018-09-01,playframework,42.0
14128,2018-09-01,pytorch,25.0
14129,2018-09-01,roda,33.0
14130,2018-09-01,tensorflow ruby,3.0
14131,2018-09-01,web2py,18.0
14132,2018-09-01,eve,28.0
14133,2018-09-01,bouncy castle,35.0
14134,2018-09-01,cpprestsdk,73.0
14135,2018-09-01,helmet,50.0
14136,2018-09-01,koa,21.0
14137,2018-09-01,react,48.0
14138,2018-09-01,restbed,35.0
14139,2018-09-01,Chart.js,155.0
14140,2018-09-01,cypress,16.0
14141,2018-09-01,dask,36.0
14142,2018-09-01,h2o-3,48.0
14143,2018-09-01,hanami,8.0
14144,2018-09-01,jest,52.0
14145,2018-09-01,synaptic,10.0
14146,2018-09-01,jsrsasign,2.0
14147,2018-09-01,junit5,84.0
14148,2018-09-01,nsp,50.0
14149,2018-09-01,pistache,24.0
14150,2018-09-01,tensorflow,80.0
14151,2018-09-01,vue,240.0
14152,2018-09-01,weka 3.8,2.0
14153,2018-09-01,cppunit,2.0
14154,2018-09-01,tfjs,3.0
14155,2018-09-01,fastapi,1.0
14156,2018-09-01,deeplearning4j,8.0
14157,2018-09-01,faces,46.0
14158,2018-09-01,owasp java,10.0
14159,2018-09-01,armadillo code,33.0
14160,2018-10-01,mlpack,11.0
14161,2018-10-01,robotframework,140.0
14162,2018-10-01,openssl,40.0
14163,2018-10-01,ITK,22.0
14164,2018-10-01,junit4,57.0
14165,2018-10-01,struts1,27.0
14166,2018-10-01,PyTables,5.0
14167,2018-10-01,pycrypto,87.0
14168,2018-10-01,paramiko,99.0
14169,2018-10-01,rails,61.0
14170,2018-10-01,camping,26.0
14171,2018-10-01,django,63.0
14172,2018-10-01,botan,8.0
14173,2018-10-01,pytest,39.0
14174,2018-10-01,struts,10.0
14175,2018-10-01,testng,93.0
14176,2018-10-01,Resteasy,46.0
14177,2018-10-01,cppcms,36.0
14178,2018-10-01,mahout,6.0
14179,2018-10-01,cxf,33.0
14180,2018-10-01,googletest,138.0
14181,2018-10-01,minitest,47.0
14182,2018-10-01,qunit,23.0
14183,2018-10-01,spring-framework,61.0
14184,2018-10-01,test-unit,90.0
14185,2018-10-01,express,19.0
14186,2018-10-01,pandas,49.0
14187,2018-10-01,rspec,81.0
14188,2018-10-01,statsample,0.0
14189,2018-10-01,wt,31.0
14190,2018-10-01,Catch2,16.0
14191,2018-10-01,backbone,19.0
14192,2018-10-01,brakeman,7.0
14193,2018-10-01,d3,25.0
14194,2018-10-01,flask,55.0
14195,2018-10-01,grape,48.0
14196,2018-10-01,libtomcrypt,2.0
14197,2018-10-01,moa,29.0
14198,2018-10-01,sciruby,1.0
14199,2018-10-01,sorcery,13.0
14200,2018-10-01,spark,80.0
14201,2018-10-01,zaproxy,1.0
14202,2018-10-01,brain.js,3.0
14203,2018-10-01,jstat,20.0
14204,2018-10-01,nmatrix,0.0
14205,2018-10-01,node js,136.0
14206,2018-10-01,orange3,4.0
14207,2018-10-01,playframework,42.0
14208,2018-10-01,pytorch,30.0
14209,2018-10-01,roda,33.0
14210,2018-10-01,tensorflow ruby,3.0
14211,2018-10-01,web2py,21.0
14212,2018-10-01,eve,28.0
14213,2018-10-01,bouncy castle,40.0
14214,2018-10-01,cpprestsdk,87.0
14215,2018-10-01,helmet,51.0
14216,2018-10-01,koa,22.0
14217,2018-10-01,react,51.0
14218,2018-10-01,restbed,42.0
14219,2018-10-01,Chart.js,163.0
14220,2018-10-01,cypress,19.0
14221,2018-10-01,dask,45.0
14222,2018-10-01,h2o-3,46.0
14223,2018-10-01,hanami,10.0
14224,2018-10-01,jest,53.0
14225,2018-10-01,synaptic,10.0
14226,2018-10-01,jsrsasign,0.0
14227,2018-10-01,junit5,97.0
14228,2018-10-01,nsp,47.0
14229,2018-10-01,pistache,21.0
14230,2018-10-01,tensorflow,85.0
14231,2018-10-01,vue,250.0
14232,2018-10-01,weka 3.8,0.0
14233,2018-10-01,cppunit,2.0
14234,2018-10-01,tfjs,2.0
14235,2018-10-01,fastapi,0.0
14236,2018-10-01,deeplearning4j,4.0
14237,2018-10-01,faces,43.0
14238,2018-10-01,owasp java,9.0
14239,2018-10-01,armadillo code,34.0
14240,2018-11-01,mlpack,10.0
14241,2018-11-01,robotframework,132.0
14242,2018-11-01,openssl,47.0
14243,2018-11-01,ITK,15.0
14244,2018-11-01,junit4,44.0
14245,2018-11-01,struts1,28.0
14246,2018-11-01,PyTables,8.0
14247,2018-11-01,pycrypto,73.0
14248,2018-11-01,paramiko,92.0
14249,2018-11-01,rails,58.0
14250,2018-11-01,camping,24.0
14251,2018-11-01,django,65.0
14252,2018-11-01,botan,9.0
14253,2018-11-01,pytest,40.0
14254,2018-11-01,struts,10.0
14255,2018-11-01,testng,85.0
14256,2018-11-01,Resteasy,48.0
14257,2018-11-01,cppcms,35.0
14258,2018-11-01,mahout,6.0
14259,2018-11-01,cxf,31.0
14260,2018-11-01,googletest,122.0
14261,2018-11-01,minitest,66.0
14262,2018-11-01,qunit,18.0
14263,2018-11-01,spring-framework,51.0
14264,2018-11-01,test-unit,82.0
14265,2018-11-01,express,19.0
14266,2018-11-01,pandas,47.0
14267,2018-11-01,rspec,78.0
14268,2018-11-01,statsample,0.0
14269,2018-11-01,wt,27.0
14270,2018-11-01,Catch2,15.0
14271,2018-11-01,backbone,18.0
14272,2018-11-01,brakeman,6.0
14273,2018-11-01,d3,24.0
14274,2018-11-01,flask,51.0
14275,2018-11-01,grape,64.0
14276,2018-11-01,libtomcrypt,2.0
14277,2018-11-01,moa,34.0
14278,2018-11-01,sciruby,0.0
14279,2018-11-01,sorcery,14.0
14280,2018-11-01,spark,81.0
14281,2018-11-01,zaproxy,5.0
14282,2018-11-01,brain.js,3.0
14283,2018-11-01,jstat,19.0
14284,2018-11-01,nmatrix,1.0
14285,2018-11-01,node js,127.0
14286,2018-11-01,orange3,0.0
14287,2018-11-01,playframework,43.0
14288,2018-11-01,pytorch,33.0
14289,2018-11-01,roda,40.0
14290,2018-11-01,tensorflow ruby,6.0
14291,2018-11-01,web2py,19.0
14292,2018-11-01,eve,32.0
14293,2018-11-01,bouncy castle,37.0
14294,2018-11-01,cpprestsdk,91.0
14295,2018-11-01,helmet,53.0
14296,2018-11-01,koa,22.0
14297,2018-11-01,react,50.0
14298,2018-11-01,restbed,40.0
14299,2018-11-01,Chart.js,171.0
14300,2018-11-01,cypress,18.0
14301,2018-11-01,dask,40.0
14302,2018-11-01,h2o-3,49.0
14303,2018-11-01,hanami,9.0
14304,2018-11-01,jest,63.0
14305,2018-11-01,synaptic,10.0
14306,2018-11-01,jsrsasign,7.0
14307,2018-11-01,junit5,94.0
14308,2018-11-01,nsp,44.0
14309,2018-11-01,pistache,25.0
14310,2018-11-01,tensorflow,92.0
14311,2018-11-01,vue,251.0
14312,2018-11-01,weka 3.8,3.0
14313,2018-11-01,cppunit,1.0
14314,2018-11-01,tfjs,5.0
14315,2018-11-01,fastapi,0.0
14316,2018-11-01,deeplearning4j,3.0
14317,2018-11-01,faces,42.0
14318,2018-11-01,owasp java,12.0
14319,2018-11-01,armadillo code,38.0
14320,2018-12-01,mlpack,10.0
14321,2018-12-01,robotframework,133.0
14322,2018-12-01,openssl,31.0
14323,2018-12-01,ITK,15.0
14324,2018-12-01,junit4,35.0
14325,2018-12-01,struts1,23.0
14326,2018-12-01,PyTables,6.0
14327,2018-12-01,pycrypto,68.0
14328,2018-12-01,paramiko,73.0
14329,2018-12-01,rails,50.0
14330,2018-12-01,camping,21.0
14331,2018-12-01,django,54.0
14332,2018-12-01,botan,8.0
14333,2018-12-01,pytest,32.0
14334,2018-12-01,struts,10.0
14335,2018-12-01,testng,76.0
14336,2018-12-01,Resteasy,37.0
14337,2018-12-01,cppcms,34.0
14338,2018-12-01,mahout,11.0
14339,2018-12-01,cxf,24.0
14340,2018-12-01,googletest,110.0
14341,2018-12-01,minitest,54.0
14342,2018-12-01,qunit,15.0
14343,2018-12-01,spring-framework,38.0
14344,2018-12-01,test-unit,64.0
14345,2018-12-01,express,18.0
14346,2018-12-01,pandas,38.0
14347,2018-12-01,rspec,60.0
14348,2018-12-01,statsample,0.0
14349,2018-12-01,wt,29.0
14350,2018-12-01,Catch2,12.0
14351,2018-12-01,backbone,15.0
14352,2018-12-01,brakeman,6.0
14353,2018-12-01,d3,25.0
14354,2018-12-01,flask,53.0
14355,2018-12-01,grape,49.0
14356,2018-12-01,libtomcrypt,0.0
14357,2018-12-01,moa,35.0
14358,2018-12-01,sciruby,0.0
14359,2018-12-01,sorcery,16.0
14360,2018-12-01,spark,76.0
14361,2018-12-01,zaproxy,6.0
14362,2018-12-01,brain.js,6.0
14363,2018-12-01,jstat,14.0
14364,2018-12-01,nmatrix,0.0
14365,2018-12-01,node js,112.0
14366,2018-12-01,orange3,4.0
14367,2018-12-01,playframework,39.0
14368,2018-12-01,pytorch,30.0
14369,2018-12-01,roda,34.0
14370,2018-12-01,tensorflow ruby,0.0
14371,2018-12-01,web2py,17.0
14372,2018-12-01,eve,57.0
14373,2018-12-01,bouncy castle,30.0
14374,2018-12-01,cpprestsdk,81.0
14375,2018-12-01,helmet,54.0
14376,2018-12-01,koa,18.0
14377,2018-12-01,react,40.0
14378,2018-12-01,restbed,36.0
14379,2018-12-01,Chart.js,148.0
14380,2018-12-01,cypress,15.0
14381,2018-12-01,dask,33.0
14382,2018-12-01,h2o-3,57.0
14383,2018-12-01,hanami,11.0
14384,2018-12-01,jest,53.0
14385,2018-12-01,synaptic,9.0
14386,2018-12-01,jsrsasign,3.0
14387,2018-12-01,junit5,75.0
14388,2018-12-01,nsp,38.0
14389,2018-12-01,pistache,20.0
14390,2018-12-01,tensorflow,70.0
14391,2018-12-01,vue,218.0
14392,2018-12-01,weka 3.8,2.0
14393,2018-12-01,cppunit,1.0
14394,2018-12-01,tfjs,4.0
14395,2018-12-01,fastapi,0.0
14396,2018-12-01,deeplearning4j,9.0
14397,2018-12-01,faces,47.0
14398,2018-12-01,owasp java,8.0
14399,2018-12-01,armadillo code,36.0
14400,2019-01-01,mlpack,17.0
14401,2019-01-01,robotframework,143.0
14402,2019-01-01,openssl,33.0
14403,2019-01-01,ITK,14.0
14404,2019-01-01,junit4,44.0
14405,2019-01-01,struts1,22.0
14406,2019-01-01,PyTables,8.0
14407,2019-01-01,pycrypto,59.0
14408,2019-01-01,paramiko,83.0
14409,2019-01-01,rails,55.0
14410,2019-01-01,camping,29.0
